"notes","label"
"Avalon Hill's original Cosmic Encounter - brand new in shrink wrap. Buyer to pay shipping costs [not included].","0"
"Game is complete,German version ASS Knig der SternePayments: bank account or Paypal If you want to pay by Paypal, there will be an additional fee","0"
"New unpunched game in original shrink wrapShipping&Handling  Priority Mail:Switzerland: CHF 10.-- Europe: USD 23.--Others: USD 30.--We will always combine multiple items to reduce your shipping costs where possible.","0"
"weight ~920gr----------Knig der SterneASS German 1st editionPublisher: ASS (Altenburger und Stralsunder Spielkarten-Fabriken)Year: 1985Product Code: 2375/4---------------game 1 is extra nice in shape (collectors item) see picture 1  = $20game 2 is missing one out of four red bases (see the extra picture for details).Otherwise in great shape. Usual signs of storing for a nearly 30 year old game. pictures 2 to 4 -> only $15!","0"
"1986 West End Games version.  Please contact me if paying by other than PayPal.","0"
"NOTE: this copy is incomplete. It is missing 10 of the Red player pieces (small cones). It does have 1 extra Blue cone and 1 extra Orange cone.Please note, other than the box damage, the contents are in excellent condition. Any wear from use is mild.Bought used, put away unplayed. Wear on the box lid and base, sellotape, dents  but no splits. For latest info, scroll down and read the Signature message. Bank transfer is best. Foreign buyers, please try https://wise.com for paying to my IBAN. If you use Paypal Goods/Services, I add a surcharge.Give me your email if you want photos, I ship quickly after payment, worldwide. My feedback was 100%! I do my best for you.","0"
"Some wear to the box otherwise, components in good condition.Shipping is 17 euros withing Europe.","0"
"UK buyers ONLY, sorry!Games Workshop 1986 edition. Played, enjoyed and preserved. Box scuffed but intact, including rule book, contents and all those fiddly plastic cone bits!","0"
"All components in original packaging, box not shrink wrapped","0"
"SK21 - 1545K","0"
"BIG BOX EON EDITION, BRAND NEW: entirely unpunched, cards in shrink etc.Bix shows very light wears. FREE SHIPPING TO EUROPE AND NORTH AMERICA !!!Any boardgames order from this list starting from:$250 and above (EU zone)$360 and above (rest of Europe)$500 and above (USA and Canada)will ship FOR FREE, including sturdy package and tracking number !!!Any other destination country will also get very special shipping prices, almost free, ask for details !!","0"
"I think that the (Swedish) rules are missing in all copies... but I have official ALGA-pdf.","0"
"SHIPPING TO EU COUNTRIES ONLY.To get faster response send email petrihannini@hotmail.comFor example shipping to Germany is about 22 .In Finland payment via bank.","0"
"Appears to be complete. I have not played it, but can answer questions. Additional pictures available.Contact for shipping costs.","0"
"base game with Cosmic Encounter expansion set#3 NIS includedexpansion set#4 NIS includedhttps://photos.app.goo.gl/5iqTC3Sm3tkKqNrJ7","0"
"Includes 5-6 player components, plus expansions 4, 5, and 6. Components are in good shape. Box is heavily scuffed with one taped corner.","0"
"This is MINT.Seriously, MINT. It still has the original GW shrink wrap on it - although the shrink has hardened and split with age.Photos supplied if required.Played GW version also available.","0"
"Good condition.Box has the lightest of rubs, very good for its age.MINT version also available - see other listing.","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"Game box substantially damaged, see photos. Everything else in great condition. Contact me for shipping costs.","0"
"Very good condition played a few times. Can meet in gta or ship at buyers expense.","0"
"Unpunched, box shows some minor wears of storageLA24-490","0"
"Button Men Brawl: Darwing and Hale. New in bag/card","0"
"Complete fan set of ""GWAR: Blood On The Ice""  cards with deck box, d1/d2/max/d30 cut-and-paste dice cards, stickers, and the Bozo Destructo set rare in button form. Includes 26 Button Men character cards and one character button, ""Bozo Destructo.""  Free shipping within the CONUS.  For more information on this item, go to https://buttonmen.miraheze.org/wiki/Blood_on_the_Ice_(GWAR)","0"
"will ship anywhere in US for 7$","0"
"Like New Basic Game with two expansions Grand Prix and RadioActive The basic game is opened with individual miniatures painted see photos below. It also includes two expansions (2) See photos below Both expansion are not used and still have original shrink wrap.The basic set was only played twice before I had the mini's painted by a friend.Only one of its kind.Any questions please email.  ","0"
"All components bagged and Box is in perfect condition.  Played maybe 3 times.","0"
"This is the complete base game with ALL 4 Expansionsall Metal Bots includedRadioActiveArmed and DangerousGrand PrixCrash & BurnAll instructions and inserts.Includes both boxes and all boards in Good condition, some damage to the boxes but it has been kept in tact.","0"
"Custom painted bots. I paid a professional big bucks to paint my bots when I first got the game. They look great!!! Check them out, they're in my gallery.Shipping should be around $15.00Will ship to continental United States only.","0"
"Rarely played. Ask for shipping rates!","0"
"Still in shrinkPayment per bank transfer or paypal friends","0"
"Includes:RoboRally: Armed and Dangerous (1995) https://boardgamegeek.com/boardgameexpansion/1569/roborally-armed-and-dangerousRoboRally: Grand Prix (1997) https://boardgamegeek.com/boardgameexpansion/1967/roborally-grand-prixAll sets complete and ingood condition.Boxes have some sun damage (see photos).I was rash enough to start painting metal minis (see photo).  Can be easily stripped back to bare metal.Note: Grand Prix was sold only in shrink.  The maps are double sided with 'random' maps on reverse Circuit Trap, Lazer Maze & Gearbox (see photo)UK only.Postage 2nd class signed for 10 (I'm just guessing the amount).","0"
"Bundle with Armed&Dangerous","0"
"Only played a couple of times.+ShippingPayPal and Venmo payment preferred.","0"
"used - normal wear - shelf wear2005 versionbuyer pays shippinglocal pick up available - redwood city, capaypal, venmo, zelle, cash acceptedLet me know of any questions or offersphone. 650.801.5405gamelordofsony@yahoo.com","0"
"In shrink-wrap plastic, new","0"
"Components like new - box very good.  Some shelf wear.This edition comes with the original higher quality components: Mounted ""factory floor"" game boards (not the thin card stock boards), as well as die cast metal (instead of the later plastic) player bots.","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! ROBORALLY 1995 2ND EDITION: $144.99Wizards of the Coast [WOC 5002]a * metal figures are primed, cardboard tokens are unpunched -- see 5 pictures with this listingSHIPPINGContinental U.S. - $19.95International (Including AK & HI) - TBD","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta!ROBORALLY 1995 2ND EDITION: $88.99Wizards of the Coast [WOC 5002]b * metal figures are painted and one is missing (7 of 8 are present).  Cardboard tokens are punched -- see 5 pictures with this listingSHIPPINGContinental U.S. - $19.95International (Including AK & HI) - TBD","0"
"Painted miniaturesComponent Very Good, Box Good/Very Good","0"
"Game weight: 1.460 kg2021 version with painted robots","0"
"For International customers it is necessary to evaluate the shipping costs from Italy!","0"
"Punched and played maybe once or twice. Very slight amount of shelf wear. There is some dishing on the bottom of the box. The rest of the components are in excellent condition.","0"
"New in shrink - mint condition from non smoking home","0"
"In my location - box 197.","0"
"The miniatures have been painted. Otherwise, very good condition.","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! ROBORALLY: $78.99Avalon Hill Wizards of the Coast [WOC 21758]* see 5 pictures with this lisitngSHIPPINGContinental U.S. - $15.95International (Including AK & HI) - TBD","0"
"Opened and punched but never played. Everything is in great condition.I will calculate the shipping based on destination.","0"
"Game weight: 1.830 kgRenegade Games","0"
"Minor dishing on box, outer sleeve of rulebook has come loose from inner pages.Buyer pays UPS from 17602","0"
"Comments: To see other items that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/market/user/Paladin82Y .With BGGs removal of the semi-automated Marketplace, sales via BGG require more interaction/communication between the participants which can make some buyers more anxious.  I will do my best to make this an easy transaction for you.  You can see my track record of success in the SELLER & SHIPPING section of each item listed in the GeekMarket.  See additional important comments in the SELLER NOTES section at the bottom of this listing.  *** The BGG site discontinued its marketplace feature in August 2022. Now, the site functions much like FaceBook and serves as a classified ads message board.  Therefore, I will need some detailed information from you.  To receive a price quote that includes shipping costs, please email me directly at Paladin82Y@gmail.com with the following information:1. Complete list of all games you want to buy (links to the specific game(s) on BGG will ensure that there are no mix-ups due to games with same/similar names).2. Your full name and full mailing address (needed to derive a shipping estimate)3. Your direct/external (non-BGG) email address (needed by the shipping company to facilitate the transaction and to provide tracking updates). 4. A contact phone number (again, to facilitate the transaction  I am NOT planning to call you and will NOT be selling any of your contact information to anyone)Condition Notes:  Smoke-free home.  Pet-free home.  COVID-free home.Still in shrinkwrap.See additional Condition Notes in the SELLER NOTES section below.Edition Notes: See version info in the PRODUCT DETAILS section at the top of this listing.Shipping Notes:Note that this item is difficult (aka more expensive than normal) to ship because it is unusually heavy or unusually large or both.See additional Shipping Notes in the SELLER NOTES section below.Payment Notes:**Note that the listed offered price includes a discount for a cash (cash, Zelle transfer, money order, Amazon Gift Card, western union) payment.  [i]US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options.","0"
"Cards were sleeved prior to playing. All components in excellent condition.","0"
"Box damagedI will only sell this item together with other games with a combined price of at least 25 .","0"
"Played once, like New","0"
"Only spare parts!Expansion: ""Armed and Dangerous"" included.From both game and expansion Robots and tiles/boards are missing.This is in the package:- Program Cards (~85 pieces)- Option Cards 2x, each ~25 pieces- Square marker: 5 bags, each ~30 pieces- 4 player aids- 2 handbooks, one from the base game and one from the expansion","0"
"Open Box - all bits are in original factory packaging..","0"
"This copy is being sold as part of a lot.The lot includes the following...RoboRally (Wizards of the Coast second edition) $60RoboRally: Armed and Dangerous (1995)$60RoboRally: Radioactive (1998) $85Total for the lot is $205","0"
"in very good shape but has a strip of tape on the cover","0"
"The box is a bit frayed at the edges, slight indentation of the lid, but the game is in perfect condition and been treated very well over the years and loved in many gaming sessions. Postage is 3 to standard UK addresses","0"
"Das Spiel ist komplett.Mit 3D Insert fr die losen Teile.Nicht fr Kinder unter 3 Jahren geeignet.","0"
"Die Erweiterung verkaufe ich ebenfalls","0"
"Grundspiel, Amigo (in der Box der Erweiterung enthalten)Erw. Crash & Burn, AmigoErw. Grand Prix (engl.), WOTCErw. Radioactive (engl.), WOTC","0"
"In excellent condition.-------------------------Will only accept payment by:- Revolut Transfer - Paypal Do not contact me if you can't use these payment methods. ------------------------I have many games in the Marketplace so check them out to see if you have interest in more than one, you can probably make some savings on shipping.Contact me for more info.Shipping from Europe so buyers from outside of the EU should know there's a high possibility of Custom Taxes.Will Ship Worldwide with shipping costs payed by the buyer.","0"
"With the cute metal robots, unpainted. Complete, just ask for more info.","0"
"I have 2 shrink wrapped new Radioactive expansions for sale.I also have 2 Grand Prix, 1 Crash and Burn, 1 First Edition and 1 Second edition base game and 2 shop display boxes for the expansionsI am willing to do a bulk deal  on requestThe shop display boxes are an additional $10 eachPlease see other listing for all imagesI will accept payments directly into a nominated bank account to be disclosed on sale","0"
"I have 2 shrink wrapped new Radioactive expansions for sale.I also have 2 Grand Prix, 1 Crash and Burn, 1 First Edition and 1 Second edition base game and 2 shop display boxes for the expansionsI am willing to do a bulk deal  on requestThe shop display boxes are an additional $10 eachPlease see other listing for all imagesI will accept payments directly into a nominated bank account to be disclosed on sale","0"
"2005 Avalon Hill edition","0"
"Buyer pays for the ACTUAL shipping cost. Contact me with your address and I'll find out what that cost is. I DO NOT inflate the cost of shipping nor do I add a ""handling charge.""All components present. Components and box have no damage.Game comes from non-smoker home.","0"
"English language edition. Price does NOT include postage & packing.","0"
"Opened, complete copy up for trade. Box shows some wear but game has only ever been played once.","0"
"Well maintained in a smoke free, clean environment.  I take great care to package the games so theyll arrive at your home without damage and in fantastic condition.  I ship both USPS and UPS via Pirateship.com.  Id be happy to work with you on a bulk buy with cheaper shipping, so please take a look at my other listings.Feel free to contact me with any questions or concerns.  I accept Paypal and Zelle.","0"
"Package inculdes- Base game (dutch version - 999Games) (movement cards in sleeves)- Crash & Burn (Amigo - no more insert)- Grand Prix (kept in Crash & Burn box)- Radioactive (in shrink - kept in Crash & Burn box)- Armed and Dangerous scans of cards and tokes. Cards were put in sleeves, tokes were laminated and cut to size.Ask for more pictures if needed.","0"
"1st Edition Base game,  Armed & Dangerous,  Radioactive, and Crash & Burn. Some cards bent and believe there is antenna damage to a robot, but is complete!","0"
"Well loved and played version of the original 1994 Wizards of the Coast publishing.Both boxes are worn and repaired and contain all items. See pictures.* RoboRally 1994 WOTC* Armed and Dangerous Expansion* Grand Prix Expansion* Radioactive ExpansionAll the robots, option cards, chits and movement cards are there. The movement cards are worn and have been sleeved now, but damage is already done to them in the 90s...Boards included are(double sided)Canyon/Chasm, Pit Row/Maelstrom,Back Stretch/Exchange,(single sided)Reactor Core,PinwheelFlood Zone,Exchange, Cross,Maelstrom,Chasm,Shake'n'bake,Cannery Row,Coliseum,Gear Box,Circuit Trap,Laser Maze,Pit Maze,Island.","0"
"See pics for condition which is very good for ageAlso includes Grand Prix expansion and painted minisPostage 5","0"
"German edition with English rules print-out.Complete & Excellent clean condition.  Box is undamaged but with a fair amount of shelfwear on the edges.Reasonable offers will be considered.  I can combine multiple purchases to reduce shipping costs.Shipping Costs: UK 5, Europe 13, USA/CAN 18","0"
"German edition (Hans im Glck)","0"
"German Version. Complete. Good Condition","0"
"German first or second edition, instruction in other languages may be incluced.-----------If possible, please use bank transfer to pay because of paypal fees.Bank-berweisung bevorzugt (vor allem innerhalb der EU-Zone), Paypal kostet leider Gebhren.","0"
"Some shelfwear and one split corner.","0"
"weight ~800grHave 2 copies: 1 = very good, complete and in inside like new shape2 = bad, incomplete (missing 1 out of 24 ""Einerplttchen"" that come always as a pair); box looks beaten upPlease look at the pictures. If you like to buy the copy that is incomplete, price is at $4 only.","0"
"The box appears to be a bit dusty but the board and components are fine.English rules included.","0"
"Postage:Versandkosten innerhalb Deutschlands 6 Euro (inkl. 19% Mwst.)German customers pay 6 Euros.EU and Switzerland customers:- 13  up to 2 kilos of games- 16  up to 5 kilos of gamesPostage non-EU:- 19  up to 2 kilos of games- 36  up to 5 kilos of gamesPrivate sale without warranty.","0"
"berweisung - > Versandkosten beachten","0"
"I am offering the Drunter & Drueber boardgame.The game is only played once. It is in German language.-------------------------Bezahlung / Payment:- Deutschland: berweisung- EU: euro bank transfer with IBAN and BIC or PayPal.- Rest of the world: PayPal--------------------------Versandkosten / Shipping costs:- Deutschland: Bitte vorher anfragen.- EU: Please ask before buying.- Rest of the world: please ask before buying.","0"
"I bought 4 copies (secondhand) There's 1 left (still wrapped, new I suppose, no marks).+- 850g","0"
"I sell this game like new (see photos).To minimize the shipping cost, have a look at my other announces.Have fun,Xavier","0"
"second Edition, German version with SdJ-Logo,  1991 by Hans-im-Glck-VerlagBox has slight signs of usage, but the material is very well preserved.Shipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 4.000 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
"sell only in Thessaloniki","0"
"If pay without PayPal ""to friends"" option, then PayPal +1Please ask shipping costs","0"
"SP20-208","0"
"new in shrink foil, net weight 850g","0"
"Second or Third version (SdJ 1991-logo)","0"
"Buyer to pay exact shipping cost from Darien, IL 60561. Planning to use Pirate Ship for delivery.","0"
"Complete game. The box has seen a bit of use, but is fully intact. Please inquire for shipping cost.Private sale: no warranties or returns.","0"
"incluse regole in italiano","0"
"Sk23-217","0"
"Comments: Please include your zip code in your initial inquiry to expedite the interaction between us.  To see other items that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/market/user/Paladin82Y .See additional important comments in the SELLER NOTES section at the bottom of this listing. With BGGs removal of the semi-automated Marketplace, sales via BGG require more interaction/communication between the participants which can make some buyers more anxious.  I will do my best to make this an easy transaction for you.  You can see my track record of success in the SELLER & SHIPPING section of each item listed in the GeekMarket.  *** The BGG site discontinued its marketplace feature in August 2022. Now, the site functions much like FaceBook and serves as a classified ads message board.  Therefore, I will need some detailed information from you.  To receive a price quote that includes shipping costs, please email me directly at Paladin82Y@gmail.com with the following information:1. Complete list of all games you want to buy (links to the specific game(s) on BGG will ensure that there are no mix-ups due to games with same/similar names).2. Your full name (or whatever name you would like me to ship to) and full mailing address (needed to calculate a shipping estimate)3. Your direct/external (non-BGG) email address (if you want to receive a tracking number once the shipment goes out). 4. A contact phone number (the shipping company requests this in case there are delivery issues  I am NOT planning to call you or share your contact data with anybody other than the shipping company)Condition Notes:  Smoke-free home.  Pet-free home.  COVID-free home.Played a once or twice.  The rules look like they have been carefully but thoroughly read.  Box shows some shelfwear which includes whitening on edges and corners and the top/bottom have some slight dishing.  Game components are complete and have no damage or excessive wear.  Basically, a copy that has been played, but well cared for and is in excellent condition.  See additional Condition Notes in the SELLER NOTES section below.Edition Notes: See version info in the PRODUCT DETAILS section at the top of this listing.Shipping Notes:See additional Shipping Notes in the SELLER NOTES section below.Payment Notes:**Note that the listed offered price includes a discount for a cash (cash, Zelle transfer, money order, Amazon Gift Card, western union) payment.  [i]US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options.","0"
"Game is as new.FREE SHIPPING TO EUROPE AND NORTH AMERICA !!!Any boardgames order from this list starting from:$250 and above (EU zone)$360 and above (rest of Europe)$500 and above (USA and Canada)will ship FOR FREE, including sturdy package and tracking number !!!Any other destination country will also get very special shipping prices, almost free, ask for details !!","0"
"LA24-310","0"
"Box is worn and corners torn but the game is complete.The game board is in very good condition.Game pieces are unpainted.French rules but English translations are provided in the box.First class postage to UK is 9.50I will only post to the UK or you may collect from Maidenhead, Berkshire.","0"
"Slight box wear but otherwise excellent condition.","0"
"Box shows some age wear but is intact. The plastic pieces to mark the ships are missing. Minis are complete.","0"
"+ shipping costs","0"
"German Version","0"
"Fabulous multi-player resource-gather/fight boardgame. Combat system is like no other, very chess-like, and the game plays like no other. I enjoyed it immensely. However, my current groups haven't rated it so highly, and space is limited, so it needs a new home.French rules but pseudo-English translations are provided in the box.Box is lightly scuffed but not damaged. All innards are in very good condition.All metal miniatures are present, all are unpainted.It's a fairly heavy box, shipping will be around 8.00 to mainland UK, other locations will be more expensive, so please ask.","0"
"Used, but good condition. There is one unit figure missing (""Vedette"", a small boat). There are still 7 such boats contained in the game.","0"
"Offered is the rare Full Metal Planet deluxe edition.  This edition was made with a wooden case to hold all the parts.  In addition, it comes with the following:Expansion 1Modular expansionAstronef expansionNow, with all the expansions the game will play with 6 players.I am not sure what all the expansions have, but the main game comes with 15 cards, the expansion has 12, and there are an additional 4 cards labeled as being the ""reserve expansion.""  There are 19 tiles that make up the modular expansion.  There are also six sets of pieces, with each set having 1 great tank, 8 tanks, 2 crabs, 1 ponderizer, 1 barge, 2 pontoons, 1 base, 3 turrets, 2 vedette (sub machines). The pieces have been painted to a good standard.  Colored beads are also included (these were to place in the metal miniatures for identification), as well as a pack of gravel.  There are also 6 game boards, a victory track and reference cards.Rules are provided in French and German.  Expansion 1 is in German and the modular and Astronrf expansions are in French.This game is very heavy. Shipping and packing is $70.00 in the USA.  Sorry, but I will not ship this out of the USA.  You can pay by MO or Paypal +5%","0"
"Das Spiel ist komplett. Alle Miniaturen sind gut bemalt. Ein Bild einer Fraktion ist hier zu sehen. Ausgedruckte Spielhilfen etc. liegen bei.The game is complete. All miniatures are painted well. A picture of one faction can be seen here. Printed playing aids etc. are included.","0"
"Box shows some shelfwear, but is still looking great. Everything else looks pretty much ""like new"".Comes with german rules only.","0"
"Never played","0"
"The game is RATHER NEW. Nevertheless it has minimum wear on some corners (due to his age), but is STILL IN SHRINKWRAP!Shipping only insured at actual costs. Very good packaging is promised.Payment is possible by money order or PayPal, if you're willing to take over the fees.","0"
"The game is in perfect condition. See the photos.","0"
"Pieces un-punched and un-played. Game pieces are like-new...which is rarity for a 40+ year old game. The game box has some wear. Will ship to U.S. Shipping by USPS; estimate $20 shipping. $300 plus shipping.","0"
"Game used exactly 2 times. Pieces have been punched out. Dice intact. Board and character pieces complete. Small pieces in box, some loose, others still unpunched. Some fade and edge wear on box. It's old. The box is not showroom new and sags a bit on top. The pieces are all pristine. Plenty of score sheets, instruction manual included. It's between very good and good.","0"
"Components bagged in excellent condition. Box is structurally sound, reinforced with clear tape.Available for pick-up in Sydney, or happy to ship only within Australia. Box is an unusual size for shipping.Payment by PayId, bank transfer, or cash.","0"
"This is a much-loved, much-played copy from my personal collection.  Having come to the conclusion that it will never be played again by me, time to let it find a new home.  To my knowledge complete except that one of the Zefnar armies pieces has been replaced with a handmade piece using a plank counter from the set.  The box is in very rough shape, everything else has been played but is in good shape.","0"
"Missing dice; otherwise complete & in good condition, as pictured. Map is in very good condition.","0"
"Divine Right 25th Anniversary Edition.Punched and sorted but unplayed. Complete and in excellent condition. Minor shelf wear as to be expected for an older game.Local pickup preferred (Toronto). Canadian shipping possible at expense to buyer.US shipping possible, but be warned, it's expensive. Buyer will be responsible for shipping costs plus any brokerage and import fees.Thanks for looking!","0"
"Original edition. Only one counter is confirmed missing (a Black Hand piece, easy to identify and proxy) - all other components present and sorted.BONUS: comes with all the lore written for the game by the original creator that was published on CD in the second edition. I printed it out myself on my home printer. This lore is extremely hard to find!","0"
"Unpunched, never playedHappy for you to collect it from me (I'm close to Heathrow airport)If you wish to pay via PayPal Goods and Services there will be 5% uplift, minimum 1, to reflect the PayPal fee","0"
"New in shrink. Will use Pirateship. Paypal or Venmo.","0"
"Brand new in shrink wrap.Authorized dealer of Worthington Publishing ProductsI am the owner of A Gray Rooster Sales LLCShips same day as payment received from New Philadelphia, Ohio.PayPal Only.Sales Tax For Ohio ResidentsPM or email with any questions.sales@agrsales.com","0"
"New,in shrinkwrap Last edition 2024","0"
"Shipping costs / Versandkosten:Germany: 5,00  (egal, wie viele Artikel ihr bei uns kauft)EU Countries: 10,00  (regardless how much articles You order from us)Rest of the World: We send You a mail with the shipping costsAll games are new and in their original wrapping and all prices include the German VAT (7% or 19%).If You live outside the EU You dont have to pay the German VAT (we send You the new, lower price with the confirmation).We offer only goods that we have in stock, You can also visit our onlineshop www.gamers-hq.de for more gamesPayment may be made by Paypal (no extra fee) or bank transfer in advance.If you have any questions, feel free to send us an email (laden@gamers-hq.de), give us a call (+49 30 79706126) or visit our homepage (www.gamers-hq.de).If Youre a German buyer, just read the text below (innerhalb Deutschlands gilt:..)You find our term & conditions here: https://gamers-hq.de/en/terms-conditionsInnerhalb Deutschlands gilt:Alle Spiele sind Neuware und in Orginalverpackung . Alle Preise sind inklusive der gesetzlichen Mehrwertsteuer von 7% bzw. 19%.Bezahlt werden kann per paypal, Vorauskasse, Bankeinzug oder direkt bei uns im Laden (wenn ihr aus Berlin kommt).Wenn ihr noch irgendwelche Fragen habt, ruft uns an (030 79706126), schickt uns ne Mail (laden@gamers-hq.de) oder besucht unsere Homepage (www.gamers-hq.de).Unsere AGB findet ihr hier : https://gamers-hq.de/agb","0"
"Offered is Divine Right.  This is the 25th Anniversary Edition from Right Stuf.  This is numbered 2128.The game is like-new and is unpunched with the cards still in shrink.  All components are excellent.  Map and rules have no marks or rips.  The box has some mild shelf wear on the corners, but none are broken.  Comes with CD and COA.Shipping is $30.00.  Ask for other locations.  You can pay by MO or Paypal 5%","0"
"In original shrinkwrap, straight from the publisher","0"
"Still in shrink wrap.  Split in one crease on boxtop - about 3cm.Can ship to Australian address at buyers expense.","0"
"Played one time. Slight shelf wear on corners of box. Shipping is at cost of buyer.","0"
"Very small dent in corner of the box -> PicNever played","0"
"Game is in good condition. I dont think anything is missing. It has been played 4 times. I will give the game the once over before if I get an order for the game.US shipping 15.95 (large box)International: Shipping $65 to europe.","0"
"Complete. Contents in excellent condition, unpunched tiles, cards & tokens still in original wrap. Box top has two creases / dishing from storage but structurally sound.Photos on request","0"
"Includes Sails of War expansion. Played a few times. Complete and in good condition. the box has a few dings and dents but is structurally intact. It was pretty flimsy to start. Shipping is $18.95 in the US. Will ship worldwide but ask for a quote first.","0"
"Shrinkwrap removed but never played. Perfect. I store my games in a pet-free and smoke-free environment and I package my games for shipment with the utmost care. I ship quickly - within 24 hours of receiving payment. I have many hundreds of games for sale and would be happy to combine shipping charges for multiple games to save you money. Shipping weight is 5 pounds.","0"
"box damage","0"
"Includes the Sails of War expansion","0"
"+ shipping from California. Kept in great condition and expansion Sails of War also available.","0"
"Shipping from Germany - geekmail me to get a shipping price quote. The shipping price depends on your country, the weight and the ever fluctuation prices of the parcel shipping companies. Will ship to EU only.","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta!BATTLEMIST: $24.99Fantasy Flight Games [FFG BM]* unplayed with cards in-shrink -- see 5 pictures with this listing.SHIPPINGContinental U.S. - $14.95International (Including AK & HI) - TBD","0"
"Never played.","0"
"CompleteVery good shapeUnplayed / unpunched / cards in sealBoxlid is a little dentedI pay the Geekcommission, you pay the Paypalcosts","0"
"RO14","0"
"L03 0106","0"
"Never played","0"
"Vintage Fantasy Flight!Will ship across Canada with CanadaPost, buyer pays shipping. Local Pickup in Kitchener-Waterloo, Ontario.","0"
"counters sorted in into a Plano box. contents in excellent condition.","0"
"Unpunched, in excellent condition.  Box does have some concavity due to another game being stored on top.  The contents however are unused and in new condition.Buyer to pay actual shipping charges.  Will ship worldwide.","0"
"Never played.  Largely unpunched.","0"
"Comments:To see other titles that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://boardgamegeek.com/geekstore.php3?action=quicksalelist&username=roamdogCondition Notes:Still in shrinkwrap.Shipping Notes:You are welcome to come to Community Game Night (see http://www.boardgamegeek.com/thread/127654) and pick up your game in person and pay $0.00 for shipping.Otherwise--Yes, I will gladly combine orders to reduce your per item shipping costs. (To see other items to add to your order see http://www.boardgamegeek.com/geekstore.php3?action=viewuser&username=RoamDog).Please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, if you would like tracking information, also provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) address and let me know that the address you are providing is a business address (this will expedite delivery).Payment Notes:US buyers:Please send a USPS money order from you (safest possible $$ transfer) to me.Alternatively,Please send an online Amazon gift card (see https://www.amazon.com/gp/gc/order-email?ie=UTF8&ref_=gc_lp_4ways_email_white -- fast -- easy -- no extra charge to you or me) to me.Alternatively,You can send a Western Union transfer to me.If the receiver (you) elects to NOT pay extra for insurance (decision is totally up to the receiver) then the receiver agrees to assume responsibility for lost or damaged packages (I cannot remember ever having a problem, but the risk is there).Non-US buyers:Please send an online Amazon gift card (see https://www.amazon.com/gp/gc/order-email?ie=UTF8&ref_=gc_lp_4ways_email_white -- fast -- easy -- no extra charge to you or me) to me. Must be in US dollars and you pay any fees.Alternatively,You can send a Western Union transfer to me.Must be in US dollars and you pay any fees.Non-US buyers--Please also note that given the recent rate increase by the USPS, the shipping charge will be outrageously high. Probably high enough that it does not make sense to purchase this item from me unless you literally cannot find it anywhere else. I have no control over these shipping charges.Insurance will also be REQUIRED (at receiver's expense) for shipments to non-US addresses. Receivers outside the US must also agree to assume ALL responsibility for taxes, tariffs, customs duties, etc. If these terms are not acceptable, please do not order from me.**Note that the offered price is the discounted price for a cash (cash, money order, Amazon Gift Card, western union) payment. I do not really accept Paypal payments any more, but if you absolutely insist that Paypal is the only way that you can get the money to me, then please plan to pay an extra $0.50 plus and additional 5% of the total.To see other titles that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://boardgamegeek.com/geekstore.php3?action=quicksalelist&username=roamdog","0"
"Das Zeitalter der RenaissanceGerman version (Descartes)Perfect condition, sealed.","0"
"Played only once","0"
"German Edition (Descartes). The game has only been played once or twice, and everything is in fine shape. There are 12 sheets of play logs (bersichtsblatt) - I'm not sure whether we actually used some of these when we played (ages ago) or whether that's the original number.","0"
"punched AH edition","0"
"punched","0"
"punched (1 red control marker missing)","0"
"german edition, only partly punched, quite as new!","0"
"german edition - shrinkwrapped","0"
"100% complete english edition, components are like new, box top is not flat (bowed in), but nothing is broken, box shows some shelf wear.","0"
"complete and nothing broken, but shows light wear on box, board and cards.","0"
